chr	start	stop	cor
chr3	13534275	13534346	-0.101135488592147
chr3	13534276	13534347	0.223575775190134
chr3	13534276	13534348	-0.0418457876925695
chr3	13545565	13545608	0.136521895819146
chr3	13552077	13552144	-0.0281428477594868
chr3	13553492	13553559	-0.189548203657559
chr3	13591966	13592038	-0.0156549673670839
chr3	13650697	13650759	0.148696086385998
chr3	13654969	13655034	0.0449570537160007
chr3	13670279	13670343	-0.0484580970281518
chr3	13803154	13803226	0.0857418886888582
chr3	13825680	13825749	0.112610770759038
chr3	13871855	13871926	0.301697899754201
chr3	13917206	13917257	0.0397580022556317
chr3	13921330	13921404	-0.124919778350043
chr3	13921337	13921404	0.094510899439991
chr3	13922913	13923029	0.117524179917306
chr3	13922913	13923029	-0.016677022065178
chr3	13950472	13950520	-0.0784754689461626
chr3	13954894	13954959	-0.0696076914456971
chr3	13954894	13954959	0.0184227572114762
chr3	13954894	13954967	-0.0570498458630429
chr3	13956491	13956609	0.183042594003913
chr3	13960096	13960182	-0.0290084719085507
chr3	13963234	13963339	0.15379713302765
chr3	13963234	13963369	0.0140472921082544
chr3	13963241	13963365	-0.140645579642028
chr3	13963246	13963367	0.0715619850002376
chr3	13964211	13964259	0.0138666223607989
chr3	13980089	13980131	0.190971362558176
chr3	13986482	13986605	-0.152891801034082
chr3	13988682	13988731	-0.00480372220256807
chr3	13990786	13990853	0.140275520149234
chr3	14045532	14045597	0.169057560529354
chr3	14047291	14047345	0.121818622449761
chr3	14069043	14069096	0.0378782951146318
chr3	14081937	14082036	-0.284531644117545
chr3	14158630	14158727	0.0449244942258253
chr3	14167812	14167871	-0.0596311358587958
chr3	14237987	14238058	0.0810585699830115
chr3	14258739	14258881	0.0556815828438144
chr3	14297533	14297625	-0.0370349869766439
chr3	14361057	14361191	0.183142263794644
chr3	14379658	14379727	-0.0439278873607199
chr3	14408685	14408765	0.0270831309398563
chr3	14409071	14409165	-0.0696493473309636
chr3	14416516	14416569	-0.0761313284343919
chr3	14462539	14462601	0.116682031043027
chr3	14474735	14474804	0.0274956106556619
chr3	14474735	14474808	0.0180440487046126
chr3	14475704	14475746	0.384074856702738
chr3	14476541	14476630	0.0191389546063293
chr3	14476802	14476898	0.0743732379371558
chr3	14476824	14476898	0.104145346772252
chr3	14478841	14478891	0.0142105525673751
chr3	14494169	14494223	-0.0797312746271543
chr3	14522846	14522913	0.0529158481245525
chr3	14526968	14527083	-0.190743620263168
chr3	14533353	14533415	-0.141313479811785
chr3	14533353	14533416	0.0773402326559658
chr3	14533838	14533894	-0.0330903230881756
chr3	14551427	14551513	-0.134038294401223
chr3	14556854	14556907	0.00223729083088916
chr3	14578169	14578244	0.127104041744303
chr3	14586568	14586627	0.0498618555526953
chr3	14586568	14586629	0.09278412248068
chr3	14590007	14590074	0.153655974337721
chr3	14599182	14599249	0.130399825542765
chr3	14615112	14615183	0.165167876038902
chr3	14641869	14641939	0.0543017726180092
chr3	14648803	14648876	-0.0186725763580007
chr3	14648803	14648876	0.0798375767718318
chr3	14665695	14665758	0.123329371534239
chr3	14666425	14666564	0.0285199765178962
chr3	14671078	14671113	0.11911667720837
chr3	14681423	14681551	0.158571003310928
chr3	14783063	14783107	0.0464902536697988
chr3	14800973	14801035	-0.0233976973600471
chr3	14827172	14827285	-0.130447322544677
chr3	14860431	14860509	-0.204969358622937
chr3	14866116	14866189	-0.00452680232657439
chr3	14911757	14911814	0.0138084291516344
chr3	14913869	14913915	0.0299605654407374
chr3	14919913	14920047	0.368744313633884
chr3	14919980	14920047	0.285234400677249
chr3	14929382	14929501	0.121495382699149
chr3	14962946	14963062	0.0679874903263938
chr3	14999599	14999722	0.207420397569705
chr3	15000402	15000471	0.0182521969086413
chr3	15013307	15013440	-0.362538002494021
chr3	15047993	15048046	0.105059111440684
chr3	15113263	15113324	0.0533305109538351
chr3	15150666	15150723	-0.0728603985343172
chr3	15271645	15271743	-0.23774774763231
chr3	15277930	15278035	0.0432085510645771
chr3	15283664	15283735	-0.155544277204661
chr3	15283665	15283740	0.0582313641577482
chr3	15286535	15286610	-0.0947532425197851
chr3	15286538	15286610	0.0313328938601422
chr3	15286538	15286610	0.0593892451170173
chr3	15298527	15298633	-0.165595877792481
chr3	15306380	15306448	0.179234783382618
chr3	15400741	15400806	0.250773884248389
chr3	15401482	15401580	0.180863143008645
chr3	15416580	15416640	-0.11826474065693
chr3	15420711	15420812	0.00752376681418089
chr3	15441287	15441402	0.563181309040062
chr3	15445405	15445511	0.456171625874426
chr3	15447743	15447812	0.124327539369444
chr3	15450179	15450230	-0.105004270697334
chr3	15460628	15460754	-0.0411964942380721
chr3	15477486	15477551	0.0830214765358395
chr3	15477493	15477551	0.143359923081696
chr3	15491888	15491937	0.0860773440434247
chr3	15507744	15507814	0.00841517181599979
chr3	15524058	15524184	0.209392758513811
chr3	15599866	15599998	0.00964295902189642
chr3	15600915	15601032	0.282499203560335
chr3	15614918	15615009	-0.166762815433953
chr3	15623413	15623464	-0.000703561638027117
chr3	15628191	15628237	0.118610963982311
chr3	15649598	15649741	0.482982821660161
chr3	15662209	15662336	0.76588295847789
chr3	15662211	15662336	0.163312928024867
chr3	15669111	15669253	0.0800428920696887
chr3	15701298	15701362	0.231703138135346
chr3	15711395	15711514	0.0941594615427769
chr3	15713605	15713634	-0.0493662767523411
chr3	15717359	15717437	0.0391425974034579
chr3	15717430	15717598	0.0214395641079626
chr3	15750261	15750289	-0.0987474827498334
chr3	15750627	15750765	0.518547075010245
chr3	15786316	15786392	-0.14761147173972
chr3	15795479	15795571	-0.0576812285492088
chr3	15839145	15839204	-0.12994893079042
chr3	15839217	15839332	-0.10700057802176
chr3	15840792	15840863	0.64570502643664
chr3	15848386	15848470	0.064376469976918
chr3	15852474	15852519	-0.0386672425651287
chr3	15876112	15876146	0.00879931566296041
chr3	15896005	15896125	-0.199915552839782
chr3	15924626	15924740	0.0831922939298442
chr3	15935628	15935759	0.657421232638096
chr3	15941248	15941355	0.342382184051607
chr3	15945007	15945060	0.0152304460054683
chr3	15946457	15946557	0.150479911798527
chr3	15953745	15953870	-0.0360703009237174
chr3	15953795	15953869	0.256714709741126
chr3	15958209	15958319	-0.270422121233111
chr3	15964495	15964560	0.0102618879804443
chr3	15968337	15968447	-0.150966744369513
chr3	15968360	15968458	-0.120777356550475
chr3	15997055	15997168	-0.121133581870643
chr3	16002574	16002720	0.55993049138847
chr3	16049759	16049859	0.213586956091782
chr3	16049830	16049904	-0.0622248018536068
chr3	16053005	16053120	0.44693672420915
chr3	16067095	16067227	0.28292939572514
chr3	16073063	16073191	0.40935027617973
chr3	16087690	16087757	-0.0903274242503531
chr3	16147599	16147716	0.271172353623207
chr3	16147619	16147715	0.607152363951145
chr3	16163048	16163106	0.0225024986095886
chr3	16202341	16202460	-0.0218404717980233
chr3	16206999	16207071	-0.0694531508482344
chr3	16206999	16207073	-2.90675909170037e-06
chr3	16268198	16268260	0.0898787948035928
chr3	16282987	16283117	0.030786967196065
chr3	16282991	16283111	0.475001603447299
chr3	16323218	16323260	0.0215182655563485
chr3	16324500	16324636	0.384071050971693
chr3	16401669	16401839	0.334914934192972
chr3	16410107	16410243	0.827226656468081
chr3	16425816	16425899	0.273018821030936
chr3	16427120	16427186	0.162221583662432
chr3	16429313	16429379	0.196441281127184
chr3	16429594	16429728	0.194250515125285
chr3	16504150	16504280	0.0646376484264424
chr3	16560950	16561056	0.44288432423444
chr3	16563925	16563957	-0.0864120556096327
chr3	16587456	16587531	0.313780872022883
chr3	16635478	16635520	-0.0523357634740878
chr3	16659791	16659888	0.0511017276450004
chr3	16688813	16688927	-0.0801502200772395
chr3	16691794	16691854	0.041505152843291
chr3	16697598	16697675	-0.132746872096526
chr3	16729775	16729901	0.758791509147381
chr3	16730608	16730675	-0.00724340984099446
chr3	16755918	16756056	0.610406854514726
chr3	16787510	16787580	-0.115648655830097
chr3	16799073	16799128	-0.0234242902097666
chr3	16810016	16810109	-0.0358293663232416
chr3	16888124	16888265	0.0552536389734687
chr3	16925637	16925754	0.0394295794700149
chr3	16925637	16925762	0.0527454318521132
chr3	16969208	16969335	0.848453881149549
chr3	17004855	17004982	0.140096368608218
chr3	17008930	17009059	0.345584851119452
chr3	17027484	17027522	0.184364428070219
chr3	17073216	17073335	0.321016662863084
chr3	17087350	17087469	-0.0272669681760432
chr3	17105963	17106099	-0.0579998503377216
chr3	17106169	17106210	-0.00121573457938867
chr3	17116403	17116462	0.116346592407238
chr3	17178142	17178258	0.168088328715449
chr3	17202362	17202476	0.428099426883165
chr3	17223344	17223389	0.0916302952841934
chr3	17227135	17227222	-0.0363685566746993
chr3	17234391	17234460	0.555786401809009
chr3	17235307	17235403	-0.0886476929928627
chr3	17275336	17275407	0.444368292475012
chr3	17319502	17319598	0.011981494375388
chr3	17319645	17319753	0.324287224890726
chr3	17358874	17359030	0.192342401471443
chr3	17382429	17382504	0.0730890649086613
chr3	17417994	17418046	-0.0481976867932739
chr3	17453082	17453174	0.0650298725510839
chr3	17486270	17486388	0.393182273094577
chr3	17495925	17495989	-0.0399655490632527
chr3	17506990	17507099	0.370173763778653
chr3	17507985	17508038	-0.0472270130868915
chr3	17681871	17681944	0.276284590522498
chr3	17690423	17690552	0.430307823822501
chr3	17776194	17776254	-0.00687319928105782
chr3	17776194	17776265	-0.17367419729433
chr3	17846583	17846657	-0.0407077916826359
chr3	18011506	18011627	0.456579671724159
chr3	18011508	18011624	0.335153326062229
chr3	18065473	18065573	0.668857972154613
chr3	18069291	18069364	0.177291388103786
chr3	18176040	18176114	0.265812281313024
chr3	18267221	18267284	0.505410273556491
chr3	18277741	18277830	0.253263032660164
chr3	18308437	18308569	0.265086824124424
chr3	18356633	18356752	0.300347545377763
chr3	18529725	18529786	-0.0431950410127677
chr3	18544785	18544860	-0.0339434607084704
chr3	18591738	18591790	0.0542909912304314
chr3	18603160	18603298	0.396111382746574
chr3	18616424	18616546	-0.0630770160957152
chr3	18616428	18616546	0.0295359254131495
chr3	18720777	18720888	0.656186971023381
chr3	18720945	18721047	0.181014045225268
chr3	18833949	18834008	0.0143440724472618
chr3	18941653	18941781	0.855638523928696
chr3	19085679	19085750	0.457489073649008
chr3	19157252	19157386	0.313085492818485
chr3	19157256	19157387	0.111018912869957
chr3	19157258	19157383	0.274881325228719
chr3	19157258	19157387	0.188722440771324
chr3	19276571	19276675	-0.0735076575627129
chr3	19483501	19483620	0.269564314597791
chr3	19488647	19488715	0.315366240985718
chr3	19494064	19494159	-0.0827791034658968
chr3	19511568	19511678	0.630580750121269
chr3	19565033	19565172	0.133159991248174
chr3	19633842	19633911	0.884067054483478
chr3	19640952	19641075	0.429258111263576
chr3	19641125	19641235	0.205719554354782
chr3	19670767	19670892	0.771856144858062
chr3	19756937	19756994	0.3111576527687
chr3	19759672	19759769	0.163434376961868
chr3	19904924	19905033	-0.0551033807768221
chr3	20146459	20146593	0.0485089830968282
chr3	20416042	20416183	0.376034042638536
chr3	20480615	20480697	0.661915527004177
chr3	20948421	20948455	-0.0981855384577774
chr3	21123344	21123416	0.212908064710097
chr3	21217991	21218103	0.0844158433072053
chr3	21309891	21309951	-0.0323651064037966
chr3	21329715	21329800	-0.0891392096080806
chr3	21436098	21436153	0.332933745639042
chr3	21611149	21611220	0.0114751403520704
chr3	21695044	21695116	0.170639474602413
chr3	21798579	21798650	0.286477710483941
chr3	21798607	21798679	0.0261245618483686
chr3	21885785	21885856	0.587403741555319
chr3	22115782	22115926	0.95142886857348
chr3	22248962	22249081	0.182800867627687
chr3	22340217	22340362	0.22372163636885
chr3	22347274	22347398	0.204227939503152
chr3	22440089	22440216	0.271646825529835
chr3	22442767	22442865	0.824252312812489
chr3	22656141	22656203	0.639165427519318
chr3	22700520	22700580	-0.00622850300472526
chr3	22927458	22927547	0.385021610625995
chr3	23004693	23004764	0.247843624170753
chr3	23007335	23007403	0.00403453180386462
chr3	23105078	23105175	0.107499648079761
chr3	23105079	23105176	0.360090267528019
chr3	23124529	23124587	0.231732192299587
chr3	23171823	23171928	0.0323762347520282
chr3	23171823	23172013	0.0272017155525083
chr3	23210345	23210387	0.22451547981053
chr3	23283247	23283386	0.334312934225227
chr3	23429559	23429685	0.423747273859247
chr3	23429724	23429834	0.363571918408833
chr4	50384	50522	-0.0789996990323572
chr4	120998	121116	-0.0318953313759802
chr4	324589	324685	0.266636979105045
chr4	557831	557914	0.104203623145503
chr4	591604	591670	-0.0455182487795362
chr4	618417	618492	-0.0630147270304625
chr4	662015	662079	-0.0664065450870537
chr4	662037	662112	0.0397770730388432
chr4	668363	668428	0.0726885213519568
chr4	693959	694033	-0.00898827930658459
chr4	712889	713015	0.578110098797018
chr4	758591	758707	0.398880823580259
chr4	767076	767190	0.149115663590936
chr4	815428	815538	-0.0926612833472626
chr4	837555	837684	0.614391978431066
chr4	865436	865569	0.257164162879529
chr4	921090	921132	0.157258937009926
chr4	949395	949453	-0.0612104821833862
chr4	1010873	1010943	-0.226247591601091
chr4	1016199	1016241	-0.013032093473152
chr4	1247166	1247238	0.00836258915934418
chr4	1249827	1249890	-0.0653116015934934
chr4	1271755	1271863	0.416656062151728
chr4	1347547	1347686	0.498674120345563
chr4	1470480	1470599	0.745092091151709
chr4	1511188	1511325	0.390272216195046
chr4	1528378	1528418	-0.0442280314309502
chr4	1532622	1532735	0.160193103439461
chr4	1543616	1543743	0.00831510794904869
chr4	1609701	1609837	0.192016831978437
chr4	1609704	1609837	0.474946985185976
chr4	1610070	1610138	-0.0568314843078956
chr4	1612605	1612678	0.0990860312800836
chr4	1690524	1690606	0.20337600791188
chr4	1690533	1690606	0.113395506955036
chr4	1743716	1743787	0.0131832068730994
chr4	1783634	1783761	0.668947892767664
chr4	1806861	1806912	-0.133582936143205
chr4	1830661	1830776	0.0205904501926902
chr4	1846832	1846904	0.0572538395088248
chr4	1846832	1846904	0.0992436324002518
chr4	1846834	1846904	0.0165369943278753
chr4	1874690	1874835	0.218136105885174
chr4	1874716	1874791	0.120851942717227
chr4	1885702	1885766	0.110912463092959
chr4	1885702	1885776	0.286405294844177
chr4	1957987	1958077	-0.1411206615857
chr4	1961096	1961194	-0.10876297903372
chr4	1973380	1973448	-0.0850490633620107
chr4	2007287	2007360	0.00981163526863966
chr4	2016379	2016450	-0.0778865294423078
chr4	2029110	2029216	0.689384806051044
chr4	2064530	2064592	0.00239246091374722
chr4	2085942	2086017	0.0253041244921146
chr4	2101273	2101362	0.00329554924366659
chr4	2203942	2203995	0.0658329171261135
chr4	2212071	2212112	-0.125699449248423
chr4	2236210	2236305	-0.0821033825412375
chr4	2247315	2247447	0.196385970138762
chr4	2311318	2311381	0.017076786268103
chr4	2323368	2323442	0.121842054649043
chr4	2376038	2376109	0.165290805275167
chr4	2378334	2378460	0.48011886592981
chr4	2379934	2380069	-0.0313548778217723
chr4	2379944	2380070	-0.0944945214596988
chr4	2399647	2399710	0.0640322738559569
chr4	2422121	2422166	0.0139143388538761
chr4	2561716	2561791	0.180638961181026
chr4	2583898	2583966	0.0392747468248617
chr4	2602648	2602719	-0.799427374460808
chr4	2639341	2639416	0.572917490365922
chr4	2643262	2643340	-0.461648039035787
chr4	2693473	2693607	0.476108388221442
chr4	2724999	2725057	-0.052093457726567
chr4	2781485	2781606	0.0332886645464041
chr4	2781487	2781595	0.208032805483041
chr4	2785279	2785322	0.0745144972018986
chr4	2785279	2785391	0.115129415616541
chr4	2786486	2786554	-0.191420541318612
chr4	2786486	2786554	-0.122498466683113
chr4	2788420	2788474	0.096918066770501
chr4	2790271	2790400	0.0973305904269909
chr4	2812521	2812549	-0.0246425848903261
chr4	2832429	2832483	0.00338324025621019
chr4	2849745	2849834	0.0261382398403995
chr4	2849778	2849836	-0.0903339185622268
chr4	2853323	2853394	-0.160965725253613
chr4	2858722	2858764	0.0161730358215358
chr4	2863336	2863408	0.161893022407857
chr4	2896011	2896086	0.0682137451647927
chr4	2915868	2915933	0.0336593784148748
chr4	2965273	2965341	-0.0383159341058502
chr4	2994783	2994927	-0.0327633594260755
chr4	3006285	3006356	-0.0618884549983551
chr4	3063662	3063715	0.130444261822745
chr4	3074607	3074668	-0.0454862461172509
chr4	3153645	3153709	-0.0237112230484751
chr4	3155368	3155431	-0.0122200025257353
chr4	3276177	3276237	-0.0416801554430792
chr4	3276177	3276239	-0.00408558630235625
chr4	3276179	3276237	-0.00291796638094584
chr4	3334905	3334998	-0.0644180635540372
chr4	3334944	3334998	-0.0140123164551412
chr4	3383799	3383880	0.0519183704301827
chr4	3417350	3417390	-0.0860844933844304
chr4	3444416	3444473	-0.0547395163391441
chr4	3463087	3463178	-0.21300183080568
chr4	3505889	3505957	-0.0336065160500184
chr4	3507584	3507659	0.102138656002415
chr4	3507585	3507660	0.105457949928761
chr4	3507895	3508030	0.197772800677184
chr4	3530306	3530360	-0.129731966918234
chr4	3541563	3541654	0.0681660233975017
chr4	3541924	3542017	-0.00338369016843029
chr4	3541947	3542017	0.13752416793836
chr4	3541951	3542017	0.139686736788255
chr4	3542104	3542172	-0.108200935505382
chr4	3565674	3565735	0.0126800364301739
chr4	3648144	3648193	0.052764442830699
chr4	3649551	3649659	0.0375196719953176
chr4	3650221	3650296	0.0847398864182798
chr4	3656019	3656099	-0.0366568185960391
chr4	3672955	3672990	-0.0904621656988546
chr4	3677555	3677620	-0.0145377829670745
chr4	3731665	3731723	-0.0399900491110521
chr4	3794373	3794425	-0.00333216576920314
chr4	3794373	3794425	-0.0634254559397682
chr4	3819888	3819954	-0.00729575613748234
chr4	3819888	3819956	0.114677066009571
chr4	3829421	3829485	-0.0536328530760344
chr4	3838097	3838189	0.0118912939193631
chr4	3850583	3850658	0.0618831337601757
chr4	3902755	3902822	-0.10233712222885
chr4	3918563	3918699	-0.115176213047026
chr4	3939043	3939103	0.0812464494548592
chr4	3940793	3940907	-0.113704505009988
chr4	3950281	3950336	0.135173721241345
chr4	3950838	3950893	-0.0932534278363711
chr4	3962053	3962104	-0.140374051473841
chr4	3962151	3962198	-0.0582694225062094
chr4	3962151	3962200	-0.0794765280852006
chr4	4040721	4040793	0.0731634074093895
chr4	4062010	4062087	0.168908715781341
chr4	4083805	4083902	-0.0794173773187162
chr4	4088596	4088671	0.079952310660454
chr4	4088598	4088672	-0.0501469792724048
chr4	4090071	4090125	0.0984327520848274
chr4	4090290	4090360	0.0428962509626678
chr4	4090732	4090799	-0.19273672741978
chr4	4132441	4132514	0.075288903839693
chr4	4132441	4132514	0.0869340865090642
chr4	4150568	4150642	-0.0334164990130382
chr4	4153562	4153655	0.0393705481837094
chr4	4154829	4154928	-0.0876626637371362
chr4	4207654	4207710	0.100495108147744
chr4	4208763	4208837	-0.137490260802163
chr4	4263383	4263439	-0.145676584479626
chr4	4263538	4263605	-0.159364960604797
chr4	4267534	4267673	-0.0357959995645359
chr4	4295843	4295899	0.0700337554062069
chr4	4311340	4311458	0.30136391015884
chr4	4316637	4316693	0.00486312536460467
chr4	4318898	4319030	0.123683606334559
chr4	4318957	4319030	0.133734123950137
chr4	4320292	4320342	0.024720932645883
chr4	4333428	4333494	0.241210574221896
chr4	4360229	4360293	0.0682121275430137
chr4	4380163	4380244	-0.0911643864403845
chr4	4391833	4391874	-0.0634182949418693
chr4	4393144	4393208	-0.0665584284293091
chr4	4393145	4393208	0.11689860525907
chr4	4406591	4406639	-0.125926213861042
chr4	4451889	4451934	-0.11233474254909
chr4	4485372	4485432	-0.0168260555837668
chr4	4488970	4489016	-0.14833948939308
chr4	4532756	4532812	-0.114390699521911
chr4	4552028	4552098	0.111963981404127
chr4	4552029	4552098	-0.0518387961538036
chr4	4553485	4553543	-0.0643250063820259
chr4	4565188	4565231	-0.19944493165589
chr4	4569055	4569127	0.212914139846184
chr4	4569055	4569127	0.396650941611576
chr4	4618685	4618782	-0.0775311500092435
chr4	4636491	4636555	0.00457445680580654
chr4	4637571	4637633	0.0214880515864301
chr4	4687097	4687165	0.106066519778665
chr4	4718289	4718411	0.0747532115024461
chr4	4730011	4730052	-0.309861964322713
chr4	4762996	4763052	0.00137430627241449
chr4	4762996	4763052	-0.0984670765943064
chr4	4764497	4764557	-0.0768563976440591
chr4	4764499	4764605	-0.0304842073958881
chr4	4764563	4764609	0.0667289940199973
chr4	4773767	4773855	0.0749652231426104
chr4	4773789	4773855	0.04008749890714
chr4	4773887	4773918	-0.0334604045142272
chr4	4796652	4796699	-0.264787553144872
chr4	4797852	4797909	-0.175815054769378
chr4	4815656	4815705	-0.0662085272067782
chr4	4817822	4817888	-0.0620260374135262
chr4	4898341	4898374	0.0303114540796984
chr4	4963452	4963520	-0.149692359015843
chr4	4963640	4963728	0.054659045826714
chr4	4963644	4963718	0.110539145023362
chr4	4963672	4963732	0.0133346345420481
chr4	4969597	4969673	-0.541483306903422
chr4	5010912	5010952	-0.13516283165916
chr4	5039174	5039264	0.121278475350368
chr4	5062240	5062280	-0.0318525854409656
chr4	5063498	5063541	0.0696097213305612
chr4	5063498	5063541	0.0459065000450461
chr4	5108445	5108509	-0.0617814850843839
chr4	5204999	5205069	0.228000326837944
chr4	5212320	5212446	0.226531603958635
chr4	5274380	5274421	0.0350443384890952
chr4	5301510	5301629	0.195943751382821
chr4	5303720	5303776	-0.449206924436343
chr4	5314369	5314457	-0.035558770285634
chr4	5317994	5318053	-0.0767303848864575
chr4	5352509	5352641	0.433563600523639
chr4	5395005	5395125	0.158309034807032
chr4	5413720	5413854	-0.274291906522301
chr4	5416926	5416996	-0.243355674062232
chr4	5421548	5421588	0.131466899534512
chr4	5425714	5425849	0.00519538806223775
chr4	5426834	5426908	0.274258439029847
chr4	5437195	5437316	0.185612596435876
chr4	5567382	5567442	0.0438092064401468
chr4	5614344	5614392	-0.0673917255106406
chr4	5614614	5614683	-0.0116473893415173
chr4	5625013	5625110	-0.0162362768123122
chr4	5664747	5664794	0.0495544238305699
chr4	5728698	5728795	0.466142376843667
chr4	5743622	5743656	-0.028490909872643
chr4	5770494	5770565	0.376721235770002
chr4	5771366	5771424	0.0205798927629138
chr4	5771366	5771424	0.00720211152680181
chr4	5773350	5773460	0.193753251158564
chr4	5835112	5835176	-0.141475579106539
chr4	5921547	5921621	-0.0930476175131939
chr4	5922745	5922814	-0.4593316885141
chr4	5928306	5928412	0.321097386979554
chr4	5943166	5943244	-0.0914332282826745
chr4	6028006	6028142	-0.0890634561234919
chr4	6028012	6028103	0.0339225994222102
chr4	6036339	6036384	0.0661522284989263
chr4	6036826	6036931	0.137726227279544
chr4	6140884	6140948	-0.0567097580674444
chr4	6180955	6181015	0.0505351900156953
chr4	6209822	6209939	0.295466018685865
chr4	6258781	6258847	0.308370047829329
chr4	6273239	6273353	-0.0586011587762913
chr4	6321592	6321668	0.0133993826763921
chr4	6330861	6330970	0.172110065786859
chr4	6441526	6441633	0.805398860362408
chr4	6447983	6448100	0.0780227482296314
chr4	6475664	6475787	-0.24434991196794
chr4	6480892	6480977	-0.0763545543732807
chr4	6484519	6484661	0.725732064941569
chr4	6507580	6507694	0.289654258517145
chr4	6507870	6507999	0.301296349829113
chr4	6529272	6529314	-0.123448404321635
chr4	6647062	6647108	0.068684206333183
chr4	6688122	6688248	0.795982672785609
chr4	6736961	6737100	0.456847424534445
chr4	6810248	6810381	0.147900181853474
chr4	6811704	6811821	0.0841301433796601
chr4	6868969	6869096	0.471354598726232
chr4	6875987	6876024	-0.0576267831673589
chr4	6895623	6895754	0.682001153830352
chr4	6901030	6901103	0.646103320139092
chr4	6985808	6985917	0.325316151897258
chr4	6992282	6992412	0.808713296727606
chr4	7035103	7035183	-0.568497540480823
chr4	7038161	7038221	0.420919179845575
chr4	7055957	7056008	-0.0551365867451217
chr4	7081473	7081613	0.211099615512596
chr4	7149924	7150060	-0.018877241683715
chr4	7246255	7246382	0.605170758892674
chr4	7280695	7280788	0.0301937585747288
chr4	7303366	7303438	-0.0338115357632293
chr4	7319252	7319302	0.089072545041847
chr4	7341998	7342105	-0.0113357990595053
chr4	7382811	7382876	0.299880089579679
chr4	7384958	7384988	-0.0401476603169389
chr4	7413394	7413442	0.0632457013885816
chr4	7425166	7425216	0.177619153877303
chr4	7612285	7612367	0.185103986753679
chr4	7795949	7796088	0.541038125098491
chr4	7824031	7824086	0.0053973235288007
chr4	7824036	7824086	0.105989232655831
chr4	7860801	7860912	0.0732257012891366
chr4	7895464	7895562	0.441729823285608
chr4	8086315	8086459	0.481039490639649
chr4	8094275	8094353	0.394479438890757
chr4	8094275	8094370	0.236625941733815
chr4	8127762	8127833	-0.0444910423620983
chr4	8128591	8128733	0.793156285547623
chr4	8143890	8143948	0.0814682203512205
chr4	8143955	8144015	-0.00945458525103277
chr4	8163829	8163884	0.0479014021415184
chr4	8166799	8166936	0.00140325310373151
chr4	8213349	8213489	0.583513366153132
chr4	8355835	8355878	0.0544965532230298
chr4	8378187	8378310	0.364408365626856
chr4	8495256	8495346	0.43466438362433
chr4	8596621	8596765	-0.00596770081140679
chr4	8601819	8601953	0.234625037036368
chr4	8602349	8602415	0.665368754344617
chr4	8719976	8720107	0.530384050854059
chr4	8756509	8756602	0.543626496363553
chr4	8772723	8772784	-0.493438824915233
chr4	8788527	8788660	0.288588941826704
chr4	8788535	8788660	0.0781716932758196
chr4	8809788	8809835	0.153983942178605
chr4	8831477	8831577	0.405030090311317
chr4	8836512	8836587	0.112204592034747
chr4	8854496	8854567	0.593222971423522
chr4	8912480	8912614	0.269244175458835
chr4	8977754	8977875	0.288284994072418
chr4	9047616	9047687	0.461016308702261
chr4	9053363	9053486	-0.09392232122898
chr4	9105211	9105329	0.413334380726553
chr4	9300394	9300464	0.548962347923102
chr4	9433226	9433338	0.177104281523974
chr4	9433230	9433338	0.282451890891998
chr4	9514712	9514853	0.510364638885323
chr4	9526666	9526725	0.0202682806600186
chr4	9556176	9556241	0.177412068296072
chr4	9556179	9556292	0.271418415597595
chr4	9556185	9556286	0.120379792671113
chr4	9563645	9563762	0.0738129110632015
chr4	9570420	9570497	-0.100116388034145
chr4	9599679	9599764	0.196270173669573
chr4	9599774	9599844	0.694377037822008
chr4	9749163	9749287	0.0589430867361593
chr4	9749178	9749273	0.0116453987755325
chr4	9799117	9799190	0.148006106751558
chr4	9855607	9855716	0.52995404615897
chr4	9883832	9883955	0.533006480693093
chr4	9893871	9893996	0.517437372112008
chr4	9898528	9898647	0.494295511012094
chr4	9899072	9899132	0.011456689842989
chr4	9914046	9914117	-0.0835423875891896
chr4	9986260	9986401	0.415570729829437
chr4	9996836	9996942	0.0204888496919311
chr4	9996877	9996945	0.166958112080693
chr4	10057961	10058096	0.802010873334931
chr4	10328868	10328995	0.839859729500819
chr4	10404526	10404602	0.81820907735982
chr4	10638845	10638885	-0.0510379447520898
chr4	10665710	10665766	-0.12018344520882
chr4	10724413	10724475	0.687497907512723
chr4	10738729	10738775	-0.112454856599826
chr4	10757465	10757577	0.749176497054096
chr4	10796680	10796805	0.416002463059497
chr4	10807371	10807486	0.284796028031648
chr4	10827268	10827324	0.01807064923627
chr4	10896018	10896142	0.764483496646797
chr4	10919673	10919745	0.0536824335050811
chr4	10998118	10998186	-0.772982749659168
chr4	11081781	11081815	0.0570379332059676
chr4	11208278	11208347	-0.039063558050263
chr4	11764686	11764793	0.511362019468775
chr4	11764862	11764914	-0.0581984885697642
chr4	11841801	11841911	0.193300409270925
chr4	11841802	11841915	0.124491467116086
chr4	11891729	11891801	0.557022049762122
chr4	12276614	12276718	0.789744369912391
chr4	12336367	12336440	-0.0343431075738701
chr4	12337848	12337879	-0.208586401321634
chr4	12521839	12521955	0.613089092141313
chr4	12808293	12808418	0.202585432389618
chr4	12808422	12808536	0.131689372261589
chr4	12826873	12826986	0.787435342365701
chr4	13252519	13252625	0.439302449075314
chr4	13717644	13717760	0.125628878088133
chr4	13813566	13813658	0.509055407678255
